0.5,126.2
1.0,117.6
1.5,169.5
2.0,137.1
2.5,115.8
3.0,112.0
3.5,108.1
4.0,107.7
4.5,108.4
5.0,108.9
5.5,108.1
6.0,107.7
6.5,107.7
7.0,106.6
7.5,109.5
8.0,110.5
8.5,108.9
9.0,107.0
9.5,109.1
10.0,108.6
10.5,107.6
11.0,107.5
11.5,106.8
12.0,107.3
12.5,106.6
13.0,102.7
13.5,103.2
14.0,111.8
14.5,113.6
15.0,127.9
15.5,216.1
16.0,168.1
16.5,241.4
17.0,180.7
17.5,103.3
18.0,126.8
18.5,109.7
19.0,46047.0
19.5,227.7
20.0,255.3
